Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC1,PC2,PC3,Class,CoinName
Equihash,PoW,4235111504.0,7600000000.0,-0.03571754003494347,-2.051872256390741,0.3630841542345111,1,CrypticCoin
XEVAN,PoS,6787405.18,50000000.0,-0.26430599687942463,1.461741104604055,0.14257496314607465,0,Bettex coin
Lyra2Z,PoW,13634850.0,84000000.0,-0.1466629559100458,-2.172229819397977,0.43047875403251834,1,Actinium
SHA-256,PoW,17992514.65,21000000.0,-0.1430008309959678,-1.2671904815354116,0.2034840944740246,1,Bitcoin SV
XEVAN,Pos,208515864.4,70000000000.0,0.49821483251417154,1.6349603290496808,0.4275603201431766,0,BitMoney
X11,PoS,17209923728.0,0.0,-0.13945949243698008,1.02089200839624,-0.13073485190355968,0,Junson Ming Chan Coin
CryptoNight,PoW,1867054873.0,8080000000.0,0.3813270464020049,-2.3281673468256203,0.37394004220220617,1,FREDEnergy
Quark,PoW/PoS,35312185.74,54000000.0,-0.3853214306161134,1.7317692885166727,-0.4096466213072592,0,HerbCoin
Blake,PoW,1578281.313,105120001.4,-0.1355131092517319,-2.2259502332993755,0.4171528398180575,1,Universal Molecule
Blake,PoW,15846721.25,25228800.0,-0.1359052782799685,-2.2259023439298935,0.41715374049057985,1,Lithium
Equihash,PoS,13475920.0,105000000.0,-0.2593828922866799,-0.102653828404656,0.19545143253136654,0,PirateCash
Exosis,PoW,406091.925,21000000.0,-0.16423470765458406,-2.285598179394638,0.40574732655583495,1,Exosis
Scrypt,PoW,35284717.17,120000000.0,-0.16662895355038854,-1.1517850283603972,-0.06817461528542633,1,Block-Logic
Scrypt,PoW/PoS,14777549.39,21000000.0,-0.33587412829868385,1.0185698712086155,-0.5922307630816869,0,Oduwa
Equihash,PoW,35687520.0,262800000.0,-0.13908535283595372,-2.0491663546851906,0.3653752007188738,1,Beam
Quark,PoW/PoS,18265011.25,19035999.0,-0.3857777740906719,1.7317830934200824,-0.4096368918804407,0,Galilel
Equihash,PoW,25150787.5,30886000.0,-0.14085887104168998,-2.0490432954048354,0.36539863917418913,1,Bithereum
Quark,PoS,1934701.675,13370000.0,-0.33663209938028865,1.507907292386744,-0.0555030527019899,0,Crypto Sports
Scrypt,PoW/PoS,30825710000.0,74800000000.0,0.5710800170463002,0.9873098674523119,-0.6107755634546306,0,Credit
QuBit,PoW,12925790.42,100000000.0,-0.19032344490493086,-1.5699088135654617,0.1655202844033243,1,SLICE
X11,PoS,715659.4424,19700000.0,-0.34968142965129806,1.0155957621726028,-0.12383907571546714,0,Dash Platinum
Scrypt,PoW/PoS,20546528.21,84000000.0,-0.3353568175194083,1.0185373345854463,-0.5922382951730253,0,Nasdacoin
XEVAN,PoW/PoS,198938144.4,500000000.0,-0.30815129186404056,1.6854289310166337,-0.21166615996167065,0,Beetle Coin
SHA-256D,PoW/PoS,896361168.0,5000000000.0,-0.311223575986661,1.974631584490257,-0.7142002051643837,0,Titan Coin
X11,PoW/PoS,15420234.54,420000000.0,-0.39604825754612055,1.2392561545575265,-0.47800496091513284,0,Award
SHA-256,PoW,52293836.63,64000000.0,-0.14227658574521004,-1.2672033633535313,0.20346678380015054,1,BLAST
X13,PoW,1170292.5,2100000.0,-0.10326633374057248,-0.3083524325261792,-0.015690836321459598,1,Bitcoin Rhodium
SHA-256,PoW,84613100.0,168000000.0,-0.1411439605991069,-1.2672500732375378,0.203445213342827,1,GlobalToken
X11,PoW/PoS,23775960.32,30000000.0,-0.3987119743564803,1.239471106630319,-0.47797599621058395,0,Insane Coin
DPoS,DPoS,1000000000.0,1000000000.0,3.7251213308741837,2.04210760476103,-0.24052452566029153,0,ALAX
Scrypt,PoW/PoS,15318887081.0,35000000000.0,0.09926886805125792,1.0042214466557602,-0.6012628164844579,0,LiteDoge
Scrypt,PoW,55565076.39,98100000000.0,0.5284869290195552,-1.2051366355745263,-0.07630092900474605,1,SolarCoin
X11,PoW/PoS,242574105.2,0.0,-0.3962501911236475,1.2395546441560075,-0.4780612043050592,0,TruckCoin
NeoScrypt,PoW,3824685012.0,4000000000.0,-0.11486452446856561,-1.61952717883357,0.1711676457357274,1,UFO Coin
Scrypt,PoW/PoS,3537150.0,200000000.0,-0.33474207180747534,1.0184689392948874,-0.5922410890980577,0,OrangeCoin
Blake,PoW,23356790.15,7000000000.0,-0.08634883940617492,-2.2296983502366086,0.4165728320682637,1,BlakeCoin
Scrypt,PoW/PoS,20576532.0,54256119.0,-0.3355673924874821,1.0185535416891929,-0.5922358427532726,0,BitstarCoin
SHA-256,PoS,4392258.246,21000000.0,-0.2620739995929214,0.679238755031126,0.033543800277542404,0,NeosCoin
Scrypt,PoW/PoS,9631199.993,0.0,-0.3360859668393427,1.018579726750098,-0.5922269604712014,0,HyperCoin
X11,PoW/PoS,436353624.5,500000000.0,-0.39033550360497293,1.2393418708408823,-0.4781802984296739,0,PinkCoin
Scrypt,PoW,780210700.0,1000000000.0,-0.15128223448162637,-1.1520354662985,-0.06854609266627851,1,Crypto Escudo
Scrypt,PoW/PoS,980732529.0,10500000000.0,-0.24975009590150357,1.0131599061923962,-0.5934861586315378,0,AudioCoin
SHA-256,PoW/PoS,17939725045.0,190000000.0,-0.09102329771065922,0.9085291272235682,-0.32778546432965494,0,IncaKoin
X11,PoW/PoS,494240666.0,1000000000.0,-0.38608193643056116,1.2390873604430632,-0.4782449271820375,0,Piggy Coin
SHA-256,PoW,22986929.09,42000000.0,-0.14279084967545957,-1.2672003837411547,0.20348035275869755,1,Crown Coin
Scrypt,PoW/PoS,60000000.0,15000000.0,-0.33536389043591175,1.0185870279947469,-0.59224839099591,0,Genstake
Scrypt,PoW,29583989323.0,50000000000.0,0.5483138533361475,-1.1698732352588204,-0.084150497843114,1,SmileyCoin
Scrypt,PoW/PoS,404316475.5,400000000.0,-0.32842464437328556,1.0184831161349277,-0.5924182915772279,0,XiaoMiCoin
Groestl,PoW,73298203.89,105000000.0,-0.20077423371882214,-1.267216526808534,0.09791826326716452,1,Groestlcoin
X11,PoW/PoS,201364327.4,208000000.0,-0.3952788076806117,1.2394287148664158,-0.4780619214785085,0,CapriCoin
Scrypt,PoW/PoS,103621876.2,160000000.0,-0.33380233517402064,1.01852146178469,-0.5922778885897404,0, ClubCoin
PoS,PoS,3821245.742,9000000.0,-0.3658251468314613,1.5064883191596639,-0.033966989653128415,0,Radium
Scrypt,PoW,5052555.92,5000000.0,-0.16781407771641352,-1.151731687090795,-0.068152969922626,1,Bata
Scrypt,PoW,69684455.44,182000000.0,-0.16576875847856506,-1.1518082269498136,-0.06819353965948884,1,Pakcoin
X11,Proof of Trust,16901016.66,16504333.0,-0.3828793489948221,0.616332556424744,-0.141989670862107,0,Creditbit 
SHA-256,PoW/PoS,74676064.95,105000000.0,-0.3100046185950231,0.9030884679307777,-0.3206181537360319,0,OKCash
DPoS,DPoS,120012140.0,159918400.0,3.7084067433190593,2.0422948220049433,-0.24010222327030714,0,Lisk
Scrypt,PoS,10000244678.0,10008835635.0,-0.09359535528900596,0.7923237039213746,-0.24293363675109467,0,HiCoin
Scrypt,PoW/PoS,252005564.2,300000000.0,-0.3309956538005384,1.0184907942925543,-0.592348960183461,0,WhiteCoin
NeoScrypt,PoW/PoS,1120385.005,60168145.0,-0.35783639074477885,0.5517513115813395,-0.3510460117645834,0,FriendshipCoin
Multiple,PoW,3332922.5,2800000.0,-0.12447675558371693,-1.8035315238754046,0.3410406581374124,1,JoinCoin
X13,PoW/PoS,140777.7534,120000.0,-0.27158535813803697,1.86195561423518,-0.539762829357435,0,Triangles Coin
Equihash+Scrypt,PoW,100000000.0,2100000000.0,-0.1294369724582688,-2.344159135403466,0.29345781536317905,1,Vollar
DPoS,DPoS,1020544523.0,0.0,3.7182805257688463,2.042658493517447,-0.24044990431895494,0,EOS
Ethash,PoW,24487944.1,24487944.0,-0.13588221041618093,-1.9748127683599495,0.4269268715940048,1,Reality Clash
DPoS,DPoS,1122382283.0,0.0,3.719525368586409,2.0426897712679097,-0.24049072064372487,0,Oxycoin
SHA-256,PoS,1000000000.0,1000000000.0,-0.2429608990055346,0.6790113964610455,0.03306364756367801,0,TigerCash
Leased POS,LPoS,100000000.0,100000000.0,-0.43637850681417373,2.8024444305676957,8.011065294074795,3,Waves
PoS,PoS,9283137.556,8634140.0,-0.3657609764997926,1.5064901959272372,-0.03396914845246255,0,Particl
TRC10,DPoS,989989000000.0,990000000000.0,34.06929789675004,1.5896444097776932,-1.2357433117424483,2,BitTorrent
PoS,PoS/LPoS,1000000000.0,1000000000.0,-0.47134902868278755,1.3921902080563082,-0.2865444950795128,0,Nxt
SHA-256,DPoS,1999999995.0,2000000000.0,2.468506733561346,0.9560439301220213,-0.10976827298731011,0,ZEPHYR
Scrypt,PoW/PoS,14931046.15,250000000.0,-0.3342481984317504,1.0184452097952952,-0.592249798520518,0,Gapcoin
CryptoNight,PoW,980222595.0,1400222610.0,0.3231140399580669,-2.3248020568960124,0.3748489389419482,1,Beldex
Equihash,PoW,7296537.5,21000000.0,-0.14114722843196478,-2.0490433953300684,0.3654066142236845,1,Horizen
Scrypt,PoS,128326.9963,1000000.0,-0.2868095601720758,0.7947023924866711,-0.23809641002752688,0,BitcoinPlus
